timestamp,sensor_id,predicted_pm2p5
2025-02-26 00:00:00,350976650270231,6.0625157
2025-02-26 00:15:00,350976650270231,2.5661578
2025-02-26 00:30:00,350976650270231,2.6692798
2025-02-26 00:45:00,350976650270231,2.7638657
2025-02-26 01:00:00,350976650270231,0.8788057
2025-02-26 01:15:00,350976650270231,0.9238853
2025-02-26 01:30:00,350976650270231,0.96459883
2025-02-26 01:45:00,350976650270231,1.0016806
2025-02-26 02:00:00,350976650270231,2.7254114
2025-02-26 02:15:00,350976650270231,2.8478017
2025-02-26 02:30:00,350976650270231,2.648556
2025-02-26 02:45:00,350976650270231,2.8012495
2025-02-26 03:00:00,350976650270231,0.9260412
2025-02-26 03:15:00,350976650270231,0.9770046
2025-02-26 03:30:00,350976650270231,1.0241283
2025-02-26 03:45:00,350976650270231,1.0652678
2025-02-26 04:00:00,350976650270231,2.7138886
2025-02-26 04:15:00,350976650270231,2.80779
2025-02-26 04:30:00,350976650270231,2.7113864
2025-02-26 04:45:00,350976650270231,2.7533662
2025-02-26 05:00:00,350976650270231,0.9846103
2025-02-26 05:15:00,350976650270231,1.0184151
2025-02-26 05:30:00,350976650270231,1.0716783
2025-02-26 05:45:00,350976650270231,1.1196456
2025-02-26 06:00:00,350976650270231,2.666933
2025-02-26 06:15:00,350976650270231,2.8044393
2025-02-26 06:30:00,350976650270231,2.8965893
2025-02-26 06:45:00,350976650270231,2.721344
2025-02-26 07:00:00,350976650270231,1.0396881
2025-02-26 07:15:00,350976650270231,1.0788813
2025-02-26 07:30:00,350976650270231,1.1136911
2025-02-26 07:45:00,350976650270231,1.1684444
2025-02-26 08:00:00,350976650270231,2.650076
2025-02-26 08:15:00,350976650270231,2.718124
2025-02-26 08:30:00,350976650270231,2.867381
2025-02-26 08:45:00,350976650270231,0.7455659
2025-02-26 09:00:00,350976650270231,1.0803239
2025-02-26 09:15:00,350976650270231,1.1271539
2025-02-26 09:30:00,350976650270231,1.1678835
2025-02-26 09:45:00,350976650270231,1.206526
2025-02-26 10:00:00,350976650270231,2.6482909
2025-02-26 10:15:00,350976650270231,2.764605
2025-02-26 10:30:00,350976650270231,2.9378686
2025-02-26 10:45:00,350976650270231,0.7093784
2025-02-26 11:00:00,350976650270231,0.7059675
2025-02-26 11:15:00,350976650270231,1.2401407
2025-02-26 11:30:00,350976650270231,1.2795659
2025-02-26 11:45:00,350976650270231,1.34752
2025-02-26 12:00:00,350976650270231,2.6386132
2025-02-26 12:15:00,350976650270231,2.7322102
2025-02-26 12:30:00,350976650270231,2.9042761
2025-02-26 12:45:00,350976650270231,0.70730036
2025-02-26 13:00:00,350976650270231,0.6993348
2025-02-26 13:15:00,350976650270231,1.0882907
2025-02-26 13:30:00,350976650270231,1.3450744
2025-02-26 13:45:00,350976650270231,1.4668285
2025-02-26 14:00:00,350976650270231,2.624788
2025-02-26 14:15:00,350976650270231,2.7127569
2025-02-26 14:30:00,350976650270231,2.845834
2025-02-26 14:45:00,350976650270231,0.709965
2025-02-26 15:00:00,350976650270231,0.7109083
2025-02-26 15:15:00,350976650270231,0.7347875
2025-02-26 15:30:00,350976650270231,1.4307684
2025-02-26 15:45:00,350976650270231,1.5684558
2025-02-26 16:00:00,350976650270231,2.594777
2025-02-26 16:15:00,350976650270231,2.7047637
2025-02-26 16:30:00,350976650270231,2.7934844
2025-02-26 16:45:00,350976650270231,0.7132074
2025-02-26 17:00:00,350976650270231,0.7529262
2025-02-26 17:15:00,350976650270231,0.79298747
2025-02-26 17:30:00,350976650270231,0.8297091
2025-02-26 17:45:00,350976650270231,1.6635522
2025-02-26 18:00:00,350976650270231,2.590524
2025-02-26 18:15:00,350976650270231,2.6452255
2025-02-26 18:30:00,350976650270231,2.7660382
2025-02-26 18:45:00,350976650270231,0.74767447
2025-02-26 19:00:00,350976650270231,0.79560924
2025-02-26 19:15:00,350976650270231,0.84218484
2025-02-26 19:30:00,350976650270231,0.88518167
2025-02-26 19:45:00,350976650270231,1.5433732
2025-02-26 20:00:00,350976650270231,2.5608644
2025-02-26 20:15:00,350976650270231,2.646674
2025-02-26 20:30:00,350976650270231,2.8043115
2025-02-26 20:45:00,350976650270231,0.81233454
2025-02-26 21:00:00,350976650270231,0.86229146
2025-02-26 21:15:00,350976650270231,0.9095447
2025-02-26 21:30:00,350976650270231,0.9518266
2025-02-26 21:45:00,350976650270231,2.751067
2025-02-26 22:00:00,350976650270231,2.5875967
2025-02-26 22:15:00,350976650270231,2.63903
2025-02-26 22:30:00,350976650270231,2.7801867
2025-02-26 22:45:00,350976650270231,0.8757619
2025-02-26 23:00:00,350976650270231,0.909567
2025-02-26 23:15:00,350976650270231,0.9627967
2025-02-26 23:30:00,350976650270231,1.0115998
2025-02-26 23:45:00,350976650270231,2.6978333
2025-02-27 00:00:00,350976650270231,2.8561194
2025-02-27 00:15:00,350976650270231,2.6288514
2025-02-27 00:30:00,350976650270231,2.73782
2025-02-27 00:45:00,350976650270231,0.9293098
2025-02-27 01:00:00,350976650270231,0.96899694
2025-02-27 01:15:00,350976650270231,1.004603
2025-02-27 01:30:00,350976650270231,1.0596827
2025-02-27 01:45:00,350976650270231,2.6718116
2025-02-27 02:00:00,350976650270231,2.7888696
2025-02-27 02:15:00,350976650270231,2.844816
2025-02-27 02:30:00,350976650270231,2.716998
2025-02-27 02:45:00,350976650270231,0.9791848
2025-02-27 03:00:00,350976650270231,1.0253197
2025-02-27 03:15:00,350976650270231,1.0656863
2025-02-27 03:30:00,350976650270231,1.1021113
2025-02-27 03:45:00,350976650270231,2.6556776
2025-02-27 04:00:00,350976650270231,2.72507
2025-02-27 04:15:00,350976650270231,2.8534532
2025-02-27 04:30:00,350976650270231,2.686774
2025-02-27 04:45:00,350976650270231,1.0141044
2025-02-27 05:00:00,350976650270231,1.0668339
2025-02-27 05:15:00,350976650270231,1.1147212
2025-02-27 05:30:00,350976650270231,1.1561958
2025-02-27 05:45:00,350976650270231,2.6602254
2025-02-27 06:00:00,350976650270231,2.7541306
2025-02-27 06:15:00,350976650270231,2.9271228
2025-02-27 06:30:00,350976650270231,0.75422484
2025-02-27 06:45:00,350976650270231,1.0660679
2025-02-27 07:00:00,350976650270231,1.2154315
2025-02-27 07:15:00,350976650270231,1.2622933
2025-02-27 07:30:00,350976650270231,1.3052717
2025-02-27 07:45:00,350976650270231,2.656134
